ID_Cliente,Evasion,Genero,AdultoMayor,TienePareja,Dependientes,MesesAntiguedad,ServicioTelefonico,LineasMultiples,ServicioInternet,SeguridadEnLinea,RespaldoEnLinea,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturaElectronica,MetodoPago,CuentasDiarias,CargoMensual,CargoTotal
0233-FTHAV,No,Femenino,No,No,No,60,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No,Un año,Sí,Transferencia bancaria (automática),2.64,79.2,4765.0
0234-TEVTT,No,Femenino,No,Sí,Sí,48,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,No,Sí,Un año,No,Tarjeta de crédito (automático),1.5,45.0,2196.3
0235-KGSLC,Sí,Femenino,No,No,No,1,Sí,No,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,Sí,Tarjeta de crédito (automático),2.85,85.55,85.55
0236-HFWSV,Sí,Masculino,No,No,No,15,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.11,93.35,1444.65
0237-YFUTL,No,Femenino,No,Sí,No,50,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.66,109.65,5405.8
0238-WHBIQ,No,Masculino,No,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),2.99,89.7,6339.3
0239-OXEXL,No,Femenino,No,No,No,46,Sí,Sí,Fibra óptica,Sí,Sí,No,No,No,No,Mensual,No,Cheque por correo,2.81,84.25,3847.6
0244-LGNFY,No,Femenino,No,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria (automática),3.09,92.65,6733.0
0247-SLUJI,No,Masculino,No,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.66,19.7,19.7
0248-IPDFW,No,Femenino,No,No,No,1,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,1.67,50.1,50.1
0248-PGHBZ,No,Femenino,Sí,No,No,67,Sí,No,Fibra óptica,Sí,Sí,No,Sí,Sí,No,Dos años,Sí,Transferencia bancaria (automática),3.08,92.45,6140.85
0253-ZTEOB,No,Femenino,No,Sí,Sí,48,Sí,Sí,DSL,No,Sí,No,Sí,Sí,Sí,Dos años,No,Cheque electrónico,2.66,79.65,3870.3
0254-FNMCI,No,Femenino,No,No,No,72,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,3.66,109.9,7624.2
0254-KCJGT,No,Masculino,No,Sí,No,52,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Un año,Sí,Tarjeta de crédito (automático),2.71,81.4,4354.45
0254-WWRKD,No,Femenino,No,Sí,Sí,67,Sí,No,DSL,No,Sí,No,No,No,No,Un año,No,Tarjeta de crédito (automático),1.68,50.55,3431.75
0256-LTHVJ,Sí,Femenino,No,Sí,Sí,28,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.7,81.05,2227.1
0257-KXZGU,No,Femenino,No,Sí,Sí,32,Sí,Sí,DSL,No,Sí,Sí,No,No,No,Mensual,No,Transferencia bancaria (automática),2.08,62.45,2045.55
0257-ZESQC,Sí,Femenino,Sí,Sí,No,27,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Transferencia bancaria (automática),2.51,75.2,1929.35
0258-NOKBL,No,Masculino,No,No,No,3,Sí,No,Fibra óptica,No,Sí,Sí,No,No,Sí,Mensual,No,Cheque electrónico,3.01,90.4,268.45
0259-GBZSH,Sí,Masculino,No,No,No,2,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,2.86,85.65,181.5
0260-ZDLGK,Sí,Femenino,No,No,Sí,9,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque por correo,2.43,72.9,651.4
0263-FJTQO,No,Masculino,No,Sí,Sí,50,Sí,Sí,DSL,Sí,No,No,Sí,Sí,No,Dos años,Sí,Tarjeta de crédito (automático),2.35,70.5,3486.65
0264-CNITK,No,Femenino,No,Sí,Sí,71,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.67,20.1,1389.6
0265-EDXBD,Sí,Masculino,Sí,Sí,No,32,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.5,74.9,2303.35
0265-PSUAE,No,Femenino,No,Sí,Sí,16,Sí,No,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Mensual,No,Transferencia bancaria (automática),3.36,100.7,1522.7
0266-CLZKZ,No,Femenino,No,Sí,Sí,67,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),3.52,105.65,6717.9
0266-GMEAO,No,Masculino,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),3.81,114.3,8058.55
0268-QKIWO,Sí,Femenino,No,No,No,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,0.66,19.75,58.85
0269-XFESX,No,Masculino,No,Sí,Sí,23,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.81,24.35,538.5
0270-THENM,No,Masculino,No,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,No,Dos años,No,Transferencia bancaria (automática),2.33,69.85,5102.35
0274-JKUJR,No,Masculino,No,Sí,Sí,7,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque por correo,1.96,58.85,465.7
0277-BKSQP,No,Masculino,No,Sí,Sí,8,Sí,No,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,1.81,54.4,475.1
0277-ORXQS,No,Masculino,No,Sí,Sí,66,No,Sin servicio telefónico,DSL,No,No,No,Sí,Sí,Sí,Dos años,No,Transferencia bancaria (automática),1.68,50.55,3364.55
0278-YXOOG,Sí,Masculino,No,No,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.7,21.05,113.85
0280-XJGEX,Sí,Masculino,No,No,No,49,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.46,103.7,5036.3
0281-CNTZX,No,Masculino,No,Sí,No,63,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria (automática),0.66,19.95,1234.8
0282-NVSJS,No,Femenino,Sí,Sí,Sí,12,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque por correo,0.98,29.3,355.9
0285-INHLN,No,Masculino,No,Sí,Sí,27,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito (automático),1.82,54.75,1510.3
0289-IVARM,No,Femenino,No,No,No,35,Sí,No,DSL,Sí,Sí,Sí,No,No,No,Mensual,No,Cheque electrónico,2.02,60.55,1982.6
0292-WEGCH,No,Femenino,No,Sí,Sí,54,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,2.87,86.2,4524.05
0295-PPHDO,Sí,Masculino,No,No,No,1,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.18,95.45,95.45
0295-QVKPB,No,Masculino,No,No,No,5,Sí,No,DSL,No,No,Sí,Sí,Sí,No,Mensual,Sí,Tarjeta de crédito (automático),2.13,63.95,318.1
0297-RBCSG,No,Masculino,No,No,No,19,Sí,No,DSL,No,Sí,No,Sí,No,Sí,Un año,Sí,Transferencia bancaria (automática),2.18,65.35,1231.85
0298-XACET,No,Masculino,No,Sí,Sí,52,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,No,Dos años,No,Cheque por correo,1.67,50.2,2554.0
0301-FIDRB,No,Femenino,No,Sí,Sí,72,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),2.13,63.8,4684.3
0301-KOBTQ,No,Masculino,No,No,No,32,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria (automática),0.67,20.05,614.45
0302-JOIVN,Sí,Femenino,No,Sí,No,8,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque electrónico,3.37,101.15,842.9
0303-UNCIP,No,Masculino,No,No,No,41,Sí,Sí,DSL,No,No,Sí,No,No,Sí,Un año,No,Cheque por correo,2.17,65.0,2531.8
0303-WMMRN,No,Masculino,No,No,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque por correo,0.64,19.25,86.05
0305-SQECB,No,Femenino,No,No,Sí,11,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No,Un año,Sí,Cheque por correo,1.2,36.05,402.6
0306-JAELE,Sí,Masculino,No,No,No,5,Sí,No,Fibra óptica,No,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,3.2,96.1,453.4
0307-BCOPK,No,Femenino,No,No,No,16,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.64,19.05,326.65
0308-GIQJT,No,Masculino,Sí,No,No,71,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí,Un año,No,Transferencia bancaria (automática),3.52,105.75,7382.85
0308-IVGOK,No,Femenino,No,No,No,11,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,No,No,Un año,Sí,Tarjeta de crédito (automático),1.35,40.4,422.6
0310-MVLET,Sí,Femenino,No,Sí,Sí,61,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.3,99.15,6010.05
0310-SUCIN,No,Femenino,No,Sí,No,71,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Un año,Sí,Transferencia bancaria (automática),2.83,84.8,6046.1
0310-VQXAM,No,Masculino,No,No,No,9,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.66,19.85,178.8
0311-QYWSS,No,Femenino,No,No,No,6,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Cheque electrónico,1.65,49.45,314.6
0311-UNPFF,Sí,Femenino,No,No,No,26,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),2.96,88.8,2274.35
0314-TKOSI,No,Femenino,No,No,No,6,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque por correo,1.84,55.15,322.9
0315-LVCRK,No,Masculino,No,No,No,11,Sí,No,Fibra óptica,No,No,Sí,No,No,Sí,Mensual,No,Cheque electrónico,2.83,84.8,888.75
0318-QUUOB,Sí,Masculino,No,Sí,No,1,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,2.68,80.55,80.55
0318-ZOPWS,No,Femenino,No,Sí,No,49,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria (automática),0.67,20.15,973.35
0319-QZTCO,No,Femenino,No,Sí,Sí,3,Sí,No,DSL,No,Sí,No,No,Sí,No,Mensual,Sí,Tarjeta de crédito (automático),1.96,58.7,168.6
0320-DWVTU,No,Femenino,No,No,No,53,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,No,Sí,Dos años,No,Cheque por correo,3.32,99.5,5424.25
0320-JDNQG,Sí,Masculino,No,Sí,Sí,23,Sí,No,Fibra óptica,Sí,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,3.33,99.85,2331.3
0322-CHQRU,Sí,Masculino,No,No,No,2,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,1.51,45.35,89.5
0322-YINQP,Sí,Masculino,No,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Cheque por correo,1.62,48.55,48.55
0323-XWWTN,No,Masculino,No,No,Sí,3,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque por correo,0.88,26.4,121.25
0324-BRPCJ,Sí,Femenino,Sí,Sí,No,68,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.34,100.2,6851.65
0325-XBFAC,Sí,Masculino,No,No,No,8,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.16,94.7,740.3
0326-VDYXE,No,Femenino,No,Sí,No,70,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,3.26,97.65,6982.5
0327-WFZSY,No,Masculino,No,Sí,Sí,39,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,No,Cheque electrónico,3.33,100.0,3835.55
0328-GRPMV,Sí,Femenino,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.34,70.1,70.1
0329-GTIAJ,Sí,Femenino,No,No,No,3,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,3.26,97.9,315.3
0330-BGYZE,No,Masculino,No,Sí,No,60,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,No,Transferencia bancaria (automática),3.42,102.5,6157.6
0330-IVZHA,Sí,Femenino,No,Sí,No,5,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,2.33,69.95,330.15
0334-GDDSO,Sí,Masculino,Sí,No,No,3,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,2.71,81.35,233.7
0334-ZFJSR,No,Femenino,No,Sí,No,55,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,Un año,Sí,Tarjeta de crédito (automático),2.2,66.05,3462.1
0336-KXKFK,No,Masculino,No,No,No,72,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),2.04,61.2,4390.25
0336-PIKEI,No,Masculino,Sí,Sí,No,72,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No,Dos años,No,Transferencia bancaria (automática),2.48,74.4,5360.75
0337-CNPZE,Sí,Femenino,No,No,No,41,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.54,106.3,4443.45
0343-QLUZP,No,Masculino,No,No,No,60,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,No,No,Dos años,No,Transferencia bancaria (automática),1.32,39.6,2424.5
0345-HKJVM,Sí,Femenino,No,No,No,6,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,2.98,89.3,577.6
0345-XMMUG,No,Femenino,No,Sí,No,46,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),3.63,108.9,4854.3
0347-UBKUZ,No,Femenino,No,No,No,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.66,19.9,320.45
0348-SDKOL,Sí,Femenino,No,Sí,No,58,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Tarjeta de crédito (automático),3.4,102.1,5885.4
0354-VXMJC,No,Masculino,No,Sí,Sí,23,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.65,19.6,426.65
0354-WYROK,Sí,Femenino,Sí,Sí,Sí,31,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,3.3,98.9,2911.3
0356-ERHVT,No,Masculino,No,Sí,No,11,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria (automática),1.53,45.9,521.9
0356-OBMAC,No,Femenino,Sí,No,No,56,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,No,Dos años,Sí,Transferencia bancaria (automática),3.33,99.9,5706.3
0357-NVCRI,No,Femenino,No,No,Sí,25,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),0.67,20.05,471.7
0361-HJRDX,No,Femenino,No,No,No,68,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),2.14,64.35,4539.6
0362-RAOQO,No,Femenino,No,No,No,40,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.65,19.65,830.25
0362-ZBZWJ,Sí,Masculino,No,No,No,36,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.83,84.9,3067.2
0363-QJVFX,Sí,Masculino,No,No,No,32,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Sí,Tarjeta de crédito (automático),3.6,108.15,3432.9
0363-SVHYR,No,Masculino,No,Sí,Sí,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria (automática),2.9,86.85,6263.8
0365-BZUWY,No,Masculino,No,Sí,No,17,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.42,102.55,1742.5
0365-GXEZS,No,Masculino,No,Sí,No,18,Sí,No,Fibra óptica,No,No,Sí,Sí,No,No,Mensual,No,Cheque electrónico,2.61,78.2,1468.75
0365-TRTPY,No,Femenino,No,No,No,37,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,No,No,Mensual,No,Transferencia bancaria (automática),3.04,91.2,3382.3
0366-NQSHS,No,Masculino,No,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.64,19.35,46.35
0369-ZGOVK,No,Femenino,No,Sí,Sí,28,Sí,No,Fibra óptica,No,No,No,No,No,No,Un año,Sí,Transferencia bancaria (automática),2.35,70.4,1992.2
0373-AIVNJ,No,Masculino,No,No,No,9,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,No,No,Un año,No,Cheque por correo,1.32,39.55,373.0
0374-AACSZ,No,Femenino,No,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,1.67,50.15,50.15
0374-FIUCA,No,Masculino,No,Sí,No,65,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito (automático),0.68,20.4,1414.45
0374-IOEGQ,No,Femenino,No,No,No,3,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,1.49,44.6,122.7
0375-HVGXO,Sí,Femenino,No,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,1.16,34.7,34.7
0376-OIWME,No,Masculino,No,Sí,No,36,Sí,No,Fibra óptica,Sí,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.12,93.6,3366.05
0376-YMCJC,Sí,Masculino,No,No,No,23,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,No,Mensual,Sí,Cheque electrónico,3.02,90.6,1943.2
0377-JBKKT,No,Masculino,No,Sí,Sí,22,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Mensual,Sí,Cheque por correo,1.93,57.95,1271.8
0378-CJKPV,No,Femenino,No,Sí,No,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),3.74,112.1,7965.95
0378-NHQXU,Sí,Femenino,No,Sí,Sí,17,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,No,Cheque electrónico,2.94,88.25,1460.65
0378-TOVMS,Sí,Femenino,No,No,No,3,Sí,No,Fibra óptica,No,No,No,Sí,No,Sí,Mensual,No,Cheque electrónico,2.86,85.8,272.2
0378-XSZPU,Sí,Masculino,No,Sí,No,58,Sí,No,DSL,Sí,Sí,Sí,No,No,No,Un año,No,Tarjeta de crédito (automático),2.01,60.3,3563.8
0379-DJQHR,No,Masculino,No,Sí,Sí,67,Sí,No,DSL,Sí,Sí,Sí,No,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),2.71,81.35,5398.6
0380-NEAVX,No,Masculino,Sí,No,No,34,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,3.33,99.85,3343.15
0380-ZCSBI,No,Masculino,No,No,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),0.67,20.0,198.7
0383-CLDDA,No,Femenino,No,No,No,69,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),2.84,85.35,5897.4
0384-LPITE,No,Masculino,No,No,No,40,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,Sí,Sí,Un año,No,Tarjeta de crédito (automático),2.07,62.05,2511.55
0384-RVBPI,No,Masculino,No,No,No,20,Sí,No,DSL,Sí,No,Sí,No,No,Sí,Mensual,No,Tarjeta de crédito (automático),2.15,64.4,1398.6
0386-CWRGM,No,Femenino,No,Sí,Sí,46,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.65,19.4,967.85
0388-EOPEX,Sí,Femenino,No,Sí,No,2,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.48,74.4,139.4
0390-DCFDQ,Sí,Femenino,Sí,Sí,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque por correo,2.35,70.45,70.45
0392-BZIUW,No,Femenino,No,Sí,No,72,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),3.5,105.0,7589.8
0394-YONDK,No,Masculino,No,Sí,Sí,70,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.84,25.15,1790.15
0396-HUJBP,No,Femenino,No,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.64,19.3,44.4
0396-UKGAI,No,Masculino,No,No,Sí,23,Sí,No,DSL,No,Sí,No,Sí,No,No,Mensual,Sí,Transferencia bancaria (automática),1.84,55.3,1284.2
0396-YCHWO,No,Masculino,No,Sí,No,36,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.18,95.4,3474.2
0397-GZBBC,Sí,Masculino,Sí,Sí,No,59,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.13,93.85,5574.75
0397-ZXWQF,No,Masculino,No,No,No,67,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.68,20.5,1430.95
0401-WDBXM,No,Masculino,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),3.52,105.55,7542.25
0402-CQAJN,Sí,Femenino,No,No,No,37,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.4,101.9,3545.35
0402-OAMEN,No,Femenino,No,Sí,Sí,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.82,24.45,1709.1
0404-AHASP,No,Masculino,No,Sí,No,72,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.66,19.7,1421.9
0404-SWRVG,Sí,Masculino,No,No,No,3,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.48,74.4,229.55
0406-BPDVR,Sí,Femenino,Sí,Sí,No,54,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Un año,Sí,Tarjeta de crédito (automático),3.38,101.5,5373.1
0407-BDJKB,Sí,Masculino,No,Sí,No,60,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,No,Mensual,Sí,Cheque electrónico,3.19,95.75,5742.9
0409-WTMPL,No,Femenino,No,Sí,No,58,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito (automático),3.69,110.65,6526.65
0410-IPFTY,No,Femenino,No,Sí,No,31,Sí,No,Fibra óptica,No,Sí,No,No,No,Sí,Mensual,Sí,Transferencia bancaria (automática),2.8,83.85,2674.15
0411-EZJZE,No,Femenino,No,No,No,3,Sí,Sí,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,2.01,60.25,170.5
0412-UCCNP,No,Masculino,No,No,No,55,Sí,No,DSL,Sí,No,Sí,Sí,No,No,Dos años,Sí,Cheque electrónico,1.97,59.2,3175.85
0415-MOSGF,Sí,Femenino,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,1.48,44.4,44.4
0419-YAAPX,No,Masculino,No,Sí,No,49,Sí,No,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,Sí,Tarjeta de crédito (automático),2.84,85.3,4297.95
